1,Juventus,84,38,23,15,0,19,13,6,0,19,10,9,0,68,20
2,Milan,80,38,24,8,6,19,12,5,2,19,12,3,4,74,33
3,Udinese,64,38,18,10,10,19,13,4,2,19,5,6,8,52,35
4,Lazio,62,38,18,8,12,19,10,6,3,19,8,2,9,56,47
5,Napoli,61,38,16,13,9,19,10,6,3,19,6,7,6,66,46
6,Inter,58,38,17,7,14,19,10,4,5,19,7,3,9,58,55
7,Roma,56,38,16,8,14,19,10,5,4,19,6,3,10,60,54
8,Parma,56,38,15,11,12,19,10,5,4,19,5,6,8,54,53
9,Bologna,51,38,13,12,13,19,8,4,7,19,5,8,6,41,43
10,Chievoverona,49,38,12,13,13,19,8,6,5,19,4,7,8,35,45
11,Catania,48,38,11,15,12,19,9,5,5,19,2,10,7,47,52
12,Atalanta (-6),46,38,13,13,12,19,9,6,4,19,4,7,8,41,43
13,Fiorentina,46,38,11,13,14,19,7,7,5,19,4,6,9,37,43
14,Robur Siena,44,38,11,11,16,19,8,4,7,19,3,7,9,45,45
15,Cagliari,43,38,10,13,15,19,7,8,4,19,3,5,11,37,46
16,Palermo,43,38,11,10,17,19,10,3,6,19,1,7,11,52,62
17,Genoa,42,38,11,9,18,19,9,6,4,19,2,3,14,50,69
18,Lecce,36,38,8,12,18,19,3,6,10,19,5,6,8,40,56
19,Novara,32,38,7,11,20,19,5,8,6,19,2,3,14,35,65
20,Cesena,22,38,4,10,24,19,2,7,10,19,2,3,14,24,60
